Year,ParasNo,Paragraphs,Clean_Text,scores,Sentiment Score,Sentiment
2008_eng.txt,67,This is a big move. We have deliberated this over a long time.  We did not decide because our cut-off point was at primary one.  I think our cut-off point mainly should still be at primary one but we should begin to do more before kids reach primary one so that we can prepare them for life and for school. Those are four big things which we need to do.  ,this is a big move  we have deliberated this over a long time   we did not decide because our cut off point was at primary one   i think our cut off point mainly should still be at primary one but we should begin to do more before kids reach primary one so that we can prepare them for life and for school  those are four big things which we need to do,"{'neg': 0.044, 'neu': 0.934, 'pos': 0.022, 'compound': -0.1417}",-0.1417,Negative
2008_eng.txt,68,"There are two more small things which we will also do which do not affect a lot of people but I think we should do. It is right.  One, couples who want to have children but cannot conceive. They go for IVF but it is expensive. So we will offer financial support to lower the costs of the IVF. Secondly, couples with many children. There was a letter in the Straits Times, I think there were five mothers each of whom had five kids, who said remember us and we have five children, your incentives stop at four.  So I think we should remember them and I think we should extend most of the incentives like tax relief, childcare subsidies and so on to the fifth and the subsequent child. There are not many of them. But I hope the incentives will encourage those who can afford to have more.",there are two more small things which we will also do which do not affect a lot of people but i think we should do  it is right   one  couples who want to have children but cannot conceive  they go for ivf but it is expensive  so we will offer financial support to lower the costs of the ivf  secondly  couples with many children  there was a letter in the straits times  i think there were five mothers each of whom had five kids  who said remember us and we have five children  your incentives stop at four   so i think we should remember them and i think we should extend most of the incentives like tax relief  childcare subsidies and so on to the fifth and the subsequent child  there are not many of them  but i hope the incentives will encourage those who can afford to have more,"{'neg': 0.033, 'neu': 0.779, 'pos': 0.188, 'compound': 0.9776}",0.9776,Positive
2008_eng.txt,69,"These measures all add up to a very significant package. We are talking about maybe $700 million a year.  If more babies are born, it is going to be more than $700 million a year but even that is about double what we are spending today on child incentives. And altogether we’ll have about $1.6 billion spent a year or 0.6 per cent of GDP.  Wong Kan Seng is in charge of population policies, so he will have a press conference later this week and he will give you the full picture, including the numbers which I think many parents will be anxiously waiting.  But please do not wait for the press conference to pay attention. ",these measures all add up to a very significant package  we are talking about maybe  million a year   if more babies are born  it is going to be more than  million a year but even that is about double what we are spending today on child incentives  and altogether we ll have about  6 billion spent a year or 6 per cent of gdp   wong kan seng is in charge of population policies  so he will have a press conference later this week and he will give you the full picture  including the numbers which i think many parents will be anxiously waiting   but please do not wait for the press conference to pay attention,"{'neg': 0.035, 'neu': 0.899, 'pos': 0.066, 'compound': 0.5418}",0.5418,Positive
2008_eng.txt,70,"This package will make a difference to many couples but I cannot guarantee that it will solve our problems because this is a deep problem.  We have to come back to this, revisit it periodically.  Finally it is about mindsets, personal choices and values.  Please put emphasis on marriage, on family, make these your priorities, have a full and happy life. ",this package will make a difference to many couples but i cannot guarantee that it will solve our problems because this is a deep problem   we have to come back to this  revisit it periodically   finally it is about mindsets  personal choices and values   please put emphasis on marriage  on family  make these your priorities  have a full and happy life,"{'neg': 0.126, 'neu': 0.685, 'pos': 0.188, 'compound': 0.6747}",0.6747,Positive
2008_eng.txt,71,I have got a message. We have lost 0-3.  We were up against a very strong China team.  I think they have done us proud.  We should congratulate them and we should rejoice and celebrate. ,i have got a message  we have lost 3   we were up against a very strong china team   i think they have done us proud   we should congratulate them and we should rejoice and celebrate,"{'neg': 0.054, 'neu': 0.561, 'pos': 0.385, 'compound': 0.9348}",0.9348,Positive
2008_eng.txt,72, ,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2008_eng.txt,73,Our Future,our future,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2008_eng.txt,74,"Our children will grow up in a completely different world and we have to prepare them and Singapore society for this world.  One of the biggest changes that will affect us is the Internet.  The new media is pervasive and fast moving.  Everyone is plugged in and connected.  People are blogging, engaging one another, organizing themselves online, doing politics online.  We used to talk about grassroots, now we have to think about Netroots, people on the Internet and it is happening worldwide. ",our children will grow up in a completely different world and we have to prepare them and singapore society for this world   one of the biggest changes that will affect us is the internet   the new media is pervasive and fast moving   everyone is plugged in and connected   people are blogging  engaging one another  organizing themselves online  doing politics online   we used to talk about grassroots  now we have to think about netroots  people on the internet and it is happening worldwide,"{'neg': 0.0, 'neu': 0.971, 'pos': 0.029, 'compound': 0.34}",0.34,Positive
2008_eng.txt,75,"You look at America, the current election campaign.  John McCain says I do not know how to use the computer, I have no email, but he has a website on the Internet.  He has to, John McCain.com, this is John McCain’s website. ",you look at america  the current election campaign   john mccain says i do not know how to use the computer  i have no email  but he has a website on the internet   he has to  john mccain com  this is john mccain s website,"{'neg': 0.039, 'neu': 0.961, 'pos': 0.0, 'compound': -0.1531}",-0.1531,Negative
2008_eng.txt,76,"Barack Obama. He uses a blackberry, constantly texting, communicating, emailing and the Internet is a key part of his campaign.  He has got a powerful simple homepage, “Change we can believe in” and he has used it effectively to reach out to younger Americans to get them highly energised and participating and rooting for him and helping him to run the system.  He has got Chris Hughes, Chris Hughes is one of the founders of Facebook, 24 years old, I suppose must be worth a few hundred million dollars now, dropped out of university. He joined Barack Obama to help, used Facebook technology to organise his campaign, his volunteers, his events, his donations, his activities, his appearances, his emails, the whole lot.  Therefore Barack Obama has a Facebook presence which you can see and like all of his pages, there is one very interesting button on it which is bright red – Donate now.  And very powerful because people are taken up by this and 1.5 million people have clicked that button and each one donates small amounts but altogether adding to about a hundred million, maybe more by now.  Cumulatively, a huge boost to his campaign, so much so that he can say I do not want government money, I am going on my grassroots money. But it is still money.  But Barack Obama also runs into trouble on the Internet because all sorts of stories go on. Like he is a Muslim or he did not do this or he did that and he cannot go around fighting untruths all over the Internet everywhere.  What he has done is to collect all these untruths together to make one website which is called Fight the Smears.  John McCain attacks him for not visiting wounded troops and then there is a rebuttal. And if you go in, a whole list of all the things which are untrue and all the explanations according to Barack Obama’s campaign.  He is using the internet but he is also running into some of the difficulties of using the Internet.  This is America.",barack obama  he uses a blackberry  constantly texting  communicating  emailing and the internet is a key part of his campaign   he has got a powerful simple homepage   change we can believe in  and he has used it effectively to reach out to younger americans to get them highly energised and participating and rooting for him and helping him to run the system   he has got chris hughes  chris hughes is one of the founders of facebook  years old  i suppose must be worth a few hundred million dollars now  dropped out of university  he joined barack obama to help  used facebook technology to organise his campaign  his volunteers  his events  his donations  his activities  his appearances  his emails  the whole lot   therefore barack obama has a facebook presence which you can see and like all of his pages  there is one very interesting button on it which is bright red   donate now   and very powerful because people are taken up by this and 5 million people have clicked that button and each one donates small amounts but altogether adding to about a hundred million  maybe more by now   cumulatively  a huge boost to his campaign  so much so that he can say i do not want government money  i am going on my grassroots money  but it is still money   but barack obama also runs into trouble on the internet because all sorts of stories go on  like he is a muslim or he did not do this or he did that and he cannot go around fighting untruths all over the internet everywhere   what he has done is to collect all these untruths together to make one website which is called fight the smears   john mccain attacks him for not visiting wounded troops and then there is a rebuttal  and if you go in  a whole list of all the things which are untrue and all the explanations according to barack obama s campaign   he is using the internet but he is also running into some of the difficulties of using the internet   this is america,"{'neg': 0.042, 'neu': 0.869, 'pos': 0.089, 'compound': 0.8772}",0.8772,Positive
2008_eng.txt,77,"Let me take another country nearer here, Korea, in Asia.  It is the world’s most wired country, mostest broadband, mostest usage, people do everything on the Internet and it has had a huge impact on Korean politics.  It has empowered new groups because they mobilise and they activate on the Internet.  So it helped President Lee Myung-bak in his election campaign last December to win a resounding victory because on the Internet people could mobilise and new groups could form but on the Internet you also have rapidly changing moods in the population.  So within a few months after being elected, President Lee was under siege and there were mass demonstrations.  They said million man demonstrations, maybe a slight exaggeration but if you look at the picture, it looks huge.  This is a candlelight picture in Seoul.  What were they agitated about, Mad Cow Disease. Facts? Actually rumours, fantastic rumours.  The first rumour, 94 per cent of Koreans have a special gene.  When they eat beef, they will get mad cow disease.  That went around.  Everybody got excited.  Calmed down, next rumour – Cow products are used to make pampers.  Babies wear pampers, babies will get mad cow disease.  Videos and pictures circulated online.  This is a real event.  Here is another one.  There are some even ruder which I thought I should not show you tonight but you can find them.  Then from the internet it comes back, people get agitated, demonstrations go back on the Internet again.  President Lee Myung-bak calls this info-demics. Anonymous false information, create discontent and unhappiness, spread like an epidemic in the real world.  But President Lee calls it info-demics.  One Korean newspaper who does not have to be so careful with its words, calls it mad cow madness.  That is Korea, that is a negative example. ",let me take another country nearer here  korea  in asia   it is the world s most wired country  mostest broadband  mostest usage  people do everything on the internet and it has had a huge impact on korean politics   it has empowered new groups because they mobilise and they activate on the internet   so it helped president lee myung bak in his election campaign last december to win a resounding victory because on the internet people could mobilise and new groups could form but on the internet you also have rapidly changing moods in the population   so within a few months after being elected  president lee was under siege and there were mass demonstrations   they said million man demonstrations  maybe a slight exaggeration but if you look at the picture  it looks huge   this is a candlelight picture in seoul   what were they agitated about  mad cow disease  facts  actually rumours  fantastic rumours   the first rumour  per cent of koreans have a special gene   when they eat beef  they will get mad cow disease   that went around   everybody got excited   calmed down  next rumour   cow products are used to make pampers   babies wear pampers  babies will get mad cow disease   videos and pictures circulated online   this is a real event   here is another one   there are some even ruder which i thought i should not show you tonight but you can find them   then from the internet it comes back  people get agitated  demonstrations go back on the internet again   president lee myung bak calls this info demics  anonymous false information  create discontent and unhappiness  spread like an epidemic in the real world   but president lee calls it info demics   one korean newspaper who does not have to be so careful with its words  calls it mad cow madness   that is korea  that is a negative example,"{'neg': 0.123, 'neu': 0.789, 'pos': 0.088, 'compound': -0.954}",-0.954,Negative
2008_eng.txt,78,"Malaysia is another interesting example where the Internet has become an active space for information and engagement.  There is lively debate, serious contributions but also more doubtful stuff. There are blogs, chatrooms, there are alternative news sites, like Malaysiakini which is very popular and I know many Singaporeans visit it and it has quite a lot of news.  The politicians themselves actively participate in cyberspace.  Dr Mahathir has a blog now.  He uses the name Che Det.  He started in politics and he went in to have a blog.  Other people start with blogs and then go into politics.  You heard about Jeff Ooi? Famous blogger, stood for election, elected.  In the recent elections, there was a mass of material circulating, Blogs, SMSes, Youtube and the public went to cyber space to get what they could not get from the mainstream media.  The opposition was there, all over.  I show you Anwar Ibrahim’s website, pictures of him, videos of him.  BN also has a website like that and so the battle went on in cyberspace.  It was not just cyber space, of course.  There was also real life politics in Malaysia because the opposition raised many hot issues in their ceramahs, in their meetings, rising cost of living, poor public service delivery and perceived inequalities in the government’s policies, to put it delicately.  But these were issues which were picked up in the new media and then virally distributed, one shares with two, two share with four and it multiplies and everybody gets the message and the result was 8th March when the elections were held. ",malaysia is another interesting example where the internet has become an active space for information and engagement   there is lively debate  serious contributions but also more doubtful stuff  there are blogs  chatrooms  there are alternative news sites  like malaysiakini which is very popular and i know many singaporeans visit it and it has quite a lot of news   the politicians themselves actively participate in cyberspace   dr mahathir has a blog now   he uses the name che det   he started in politics and he went in to have a blog   other people start with blogs and then go into politics   you heard about jeff ooi  famous blogger  stood for election  elected   in the recent elections  there was a mass of material circulating  blogs  smses  youtube and the public went to cyber space to get what they could not get from the mainstream media   the opposition was there  all over   i show you anwar ibrahim s website  pictures of him  videos of him   bn also has a website like that and so the battle went on in cyberspace   it was not just cyber space  of course   there was also real life politics in malaysia because the opposition raised many hot issues in their ceramahs  in their meetings  rising cost of living  poor public service delivery and perceived inequalities in the government s policies  to put it delicately   but these were issues which were picked up in the new media and then virally distributed  one shares with two  two share with four and it multiplies and everybody gets the message and the result was 8th march when the elections were held,"{'neg': 0.044, 'neu': 0.853, 'pos': 0.103, 'compound': 0.9285}",0.9285,Positive
2008_eng.txt,79,"Even in China, which has the world’s largest number of Internet users, more than America, the Internet has become an important factor. After the Sichuan earthquake, Netizens mobilized to raise funds and show support for the victims.  I show you one slide “重建家园，中国力量” and it had an impact on the mood and the sense of patriotism and unity which the Chinese developed after the Sichuan earthquake.  Their leaders are now engaging on the new media and President Hu Jintao had his first web chat recently, answered a few questions. ",even in china  which has the world s largest number of internet users  more than america  the internet has become an important factor  after the sichuan earthquake  netizens mobilized to raise funds and show support for the victims   i show you one slide  重建家园 中国力量  and it had an impact on the mood and the sense of patriotism and unity which the chinese developed after the sichuan earthquake   their leaders are now engaging on the new media and president hu jintao had his first web chat recently  answered a few questions,"{'neg': 0.025, 'neu': 0.888, 'pos': 0.088, 'compound': 0.5994}",0.5994,Positive
2008_eng.txt,80,"These are other countries.  In Singapore, the new media is also quite a big thing.  I talked about this two years ago but in two years we have moved on since then.  Today more than 80 per cent of households have broadband.  There are six million handphones in Singapore.  You think about that, 4.5 million people, six million handphones, more handphones per couple than babies.  No wonder no time to have babies.  But the young people are totally immersed in this medium.  They are reading the print newspapers less, they are getting information, discussing issues online.  The Straits Times website, people are participating, CNA website, same. Zaobao has OMY, also very interesting, new approach to presenting the news and engaging the audience and people are writing their own contents, sharing it with others, organizing interest groups.",these are other countries   in singapore  the new media is also quite a big thing   i talked about this two years ago but in two years we have moved on since then   today more than per cent of households have broadband   there are six million handphones in singapore   you think about that  5 million people  six million handphones  more handphones per couple than babies   no wonder no time to have babies   but the young people are totally immersed in this medium   they are reading the print newspapers less  they are getting information  discussing issues online   the straits times website  people are participating  cna website  same  zaobao has omy  also very interesting  new approach to presenting the news and engaging the audience and people are writing their own contents  sharing it with others  organizing interest groups,"{'neg': 0.038, 'neu': 0.861, 'pos': 0.101, 'compound': 0.8804}",0.8804,Positive
2008_eng.txt,81,"All this has changed the way the government works.  Our services have gone online 24/7.  You want a passport renewal, you can do that, you want to incorporate a new business, set up a new company, 20 minutes, it is done. You want to pay your taxes, IRAS, no trouble.  And the government is also communicating and engaging with Singaporeans online.  We are not just pumping out stuff, we have some quite interesting stuff which we are pumping out, we have some video clips, I think MDA is showing the way.  Some of you may remember Christopher Chia, who is a CEO, turns out he is a very good hip-hop dancer.  But also two-way engagement and participation. And REACH is at the forefront of that. They need to engage people.  So they have got a website which is popular and they have got blogs, online chats and so on and they also participate on Facebook. And you get quite a lot of participation.  For my rally today, I got a lot of feedback from REACH and the subjects which I am talking about are the subjects which are hot on REACH.  So we look at their homepage, what do you find?  Rising costs of living.  Hot topics. ",all this has changed the way the government works   our services have gone online 7   you want a passport renewal  you can do that  you want to incorporate a new business  set up a new company  minutes  it is done  you want to pay your taxes  iras  no trouble   and the government is also communicating and engaging with singaporeans online   we are not just pumping out stuff  we have some quite interesting stuff which we are pumping out  we have some video clips  i think mda is showing the way   some of you may remember christopher chia  who is a ceo  turns out he is a very good hip hop dancer   but also two way engagement and participation  and reach is at the forefront of that  they need to engage people   so they have got a website which is popular and they have got blogs  online chats and so on and they also participate on facebook  and you get quite a lot of participation   for my rally today  i got a lot of feedback from reach and the subjects which i am talking about are the subjects which are hot on reach   so we look at their homepage  what do you find   rising costs of living   hot topics,"{'neg': 0.022, 'neu': 0.865, 'pos': 0.112, 'compound': 0.9306}",0.9306,Positive
2008_eng.txt,82,"So that is the way the government works, that is the way Singaporeans work and that is the way we will have to adjust in order to conduct our politics.  We have to adapt to this, get used to this, turn it to positive effect, use it to inform, to educate, engage people.  And each of us has to learn.  It is not something which you learn to mouse click, you are there.  You must learn how to be savvy, cyber citizens.  Do not get taken in, be discerning about what you see on the internet.  When people say click here, check first before you click. When people say this is true, do not just send it to all your friends.  Ask first, is this true?  Set prudent limits so that we can flag problems and we know where the dangerous ground is.  Participate actively by all means, but do not get swept away and please do not catch mad cow madness. ",so that is the way the government works  that is the way singaporeans work and that is the way we will have to adjust in order to conduct our politics   we have to adapt to this  get used to this  turn it to positive effect  use it to inform  to educate  engage people   and each of us has to learn   it is not something which you learn to mouse click  you are there   you must learn how to be savvy  cyber citizens   do not get taken in  be discerning about what you see on the internet   when people say click here  check first before you click  when people say this is true  do not just send it to all your friends   ask first  is this true   set prudent limits so that we can flag problems and we know where the dangerous ground is   participate actively by all means  but do not get swept away and please do not catch mad cow madness,"{'neg': 0.044, 'neu': 0.855, 'pos': 0.101, 'compound': 0.7988}",0.7988,Positive
2008_eng.txt,83,"Our rules governing politics also must keep up to date.  First of all party political films.  That means films about political matters.  Right now they are totally banned and for a reason because politics is a serious affair.  We want voters to consider issues, rationally, coolly, detached, think through decisions which affect your future and make a considered judgment.  And our worry is that films are an emotive medium.  The impact of seeing something on a film is quite different from reading something in cold print.  It hits you viscerally, it affects you, engages your emotions before your thinking processes can kick in and if you are watching it in a crowd, even more powerful.  Then, passions can get stirred up and people can get carried away.  I think this is a valid concern, but I do not think an outright ban is still sensible because this is how people communicate on the web in daily life.  They make videos, they pass clips around, you saw the clips just now from the Flying Dutchman, even my NDR, National Day Rally Speech, it is now National Day Rally multimedia super show.  Has to be because that is the way you have to communicate and after the speech, videos, blog responses and people make these things.  Anybody can do this any time, anywhere. ",our rules governing politics also must keep up to date   first of all party political films   that means films about political matters   right now they are totally banned and for a reason because politics is a serious affair   we want voters to consider issues  rationally  coolly  detached  think through decisions which affect your future and make a considered judgment   and our worry is that films are an emotive medium   the impact of seeing something on a film is quite different from reading something in cold print   it hits you viscerally  it affects you  engages your emotions before your thinking processes can kick in and if you are watching it in a crowd  even more powerful   then  passions can get stirred up and people can get carried away   i think this is a valid concern  but i do not think an outright ban is still sensible because this is how people communicate on the web in daily life   they make videos  they pass clips around  you saw the clips just now from the flying dutchman  even my ndr  national day rally speech  it is now national day rally multimedia super show   has to be because that is the way you have to communicate and after the speech  videos  blog responses and people make these things   anybody can do this any time  anywhere,"{'neg': 0.05, 'neu': 0.883, 'pos': 0.067, 'compound': 0.418}",0.418,Positive
2008_eng.txt,84,"Let me show you.  I have a handphone here, it is an ordinary Nokia handphone.  It is a handphone which has a little programme loaded in it called QIK.  And what QIK does is to turn this handphone into a video camera.  If I click it, it will turn on, become a video camera and furthermore it will stream the picture immediately onto the Internet, onto my website.  So if I turn on the camera now, I am filming you now, you look on my website, you can see yourself.  I think we must make sure we see the upstairs people too.  Slight delay, but it works.  So please wave, you are on candid camera.  There you are, simple as that.  I have just made our first non-political video. ",let me show you   i have a handphone here  it is an ordinary nokia handphone   it is a handphone which has a little programme loaded in it called qik   and what qik does is to turn this handphone into a video camera   if i click it  it will turn on  become a video camera and furthermore it will stream the picture immediately onto the internet  onto my website   so if i turn on the camera now  i am filming you now  you look on my website  you can see yourself   i think we must make sure we see the upstairs people too   slight delay  but it works   so please wave  you are on candid camera   there you are  simple as that   i have just made our first non political video,"{'neg': 0.013, 'neu': 0.941, 'pos': 0.046, 'compound': 0.6107}",0.6107,Positive
2008_eng.txt,85,"So we have got to allow political videos, but with some safeguards.  Some things are obviously alright, factual footage, documentaries, recordings of live events, I think National Day Rally, surely no problem.  But I think some things should still be off limits.  If you make a political commercial which is purely made-up material, partisan stuff, footage distorted to create a slanted impression, I think those should still be off limits.  In between, what is okay and what is not okay, there will be grey areas, but I think we can deal with this, just as we deal with it for non-political films, we have censorship, we have classification standards, it depends on subjective judgments, but we have worked out a workable system, a panel applies their minds, they make a judgment.  I think we can work something out, but the overriding consideration is to preserve the integrity and the quality and the honesty of our political discourse.  Keep it straight, keep it serious, think carefully about serious matters which concern our lives. ",so we have got to allow political videos  but with some safeguards   some things are obviously alright  factual footage  documentaries  recordings of live events  i think national day rally  surely no problem   but i think some things should still be off limits   if you make a political commercial which is purely made up material  partisan stuff  footage distorted to create a slanted impression  i think those should still be off limits   in between  what is okay and what is not okay  there will be grey areas  but i think we can deal with this  just as we deal with it for non political films  we have censorship  we have classification standards  it depends on subjective judgments  but we have worked out a workable system  a panel applies their minds  they make a judgment   i think we can work something out  but the overriding consideration is to preserve the integrity and the quality and the honesty of our political discourse   keep it straight  keep it serious  think carefully about serious matters which concern our lives,"{'neg': 0.066, 'neu': 0.753, 'pos': 0.181, 'compound': 0.9587}",0.9587,Positive
2008_eng.txt,86,"The second thing we should change are the rules for political material which can be put on to the internet during elections.  The rules we now have were settled before the last general elections.  So for example, and they are very restrictive, no podcasts, no video casts and most people cannot post materials during the election period.  Only the parties, only the candidates, the agents can do that. ",the second thing we should change are the rules for political material which can be put on to the internet during elections   the rules we now have were settled before the last general elections   so for example  and they are very restrictive  no podcasts  no video casts and most people cannot post materials during the election period   only the parties  only the candidates  the agents can do that,"{'neg': 0.068, 'neu': 0.895, 'pos': 0.037, 'compound': -0.3086}",-0.3086,Negative
2008_eng.txt,87,"By the next general election, five years will have passed.  Now, cyber years are like dog years.  One year in cyberspace equals to seven years in real life.  That is the pace at which things change.  So five years times seven means 35 years in the real world, means our old rules are way, way out of date.  That means we have to change to new rules, liberalise to allow people to participate more actively and flexibly.  So we must allow podcast, video cast, must allow others to post election materials also, but we have to maintain or try to maintain accountability and responsibility, somehow.  It is not easy to do this.  Do not think that other countries do not face these problems, they do.  The Koreans are very exercised about this.  Every time I meet them I exchange notes with them. They ask us how we intend to deal with it and I ask them how they are dealing with it. They do not have an answer, but it is a real problem.  ",by the next general election  five years will have passed   now  cyber years are like dog years   one year in cyberspace equals to seven years in real life   that is the pace at which things change   so five years times seven means years in the real world  means our old rules are way  way out of date   that means we have to change to new rules  liberalise to allow people to participate more actively and flexibly   so we must allow podcast  video cast  must allow others to post election materials also  but we have to maintain or try to maintain accountability and responsibility  somehow   it is not easy to do this   do not think that other countries do not face these problems  they do   the koreans are very exercised about this   every time i meet them i exchange notes with them  they ask us how we intend to deal with it and i ask them how they are dealing with it  they do not have an answer  but it is a real problem,"{'neg': 0.037, 'neu': 0.893, 'pos': 0.07, 'compound': 0.2279}",0.2279,Positive
2008_eng.txt,88,"We have an Advisory Council on the Impact of New Media on Society, AIMS. Mr Cheong Yip Seng is chairing it and they are studying these issues in detail, they have been thinking about this I think for quite many months now.  I look forward to seeing their recommendations.  But let me say that beyond cyberspace, politics is about people’s lives in the real world.  You cannot vote for an avatar on second life. You are talking about real life, not second life.  You have to get a direct feel for the person.  Do you trust him, is he capable, is he honest, will he wilt?  So you have got to talk, you have got to argue, you have got to persuade.  And then you have got to mobilise and work together for what you together believe in and you cannot just do this online, reading emails or even listening to podcast or watching vodcast.  You have to do it face-to-face and we do this all the time.  Grassroots sessions, dialogues, meetings.  We are a small society, so it is possible for us to interact and get to know one another well.  You cannot have make belief because the prime minister is just an image on the screen, everybody will know he is just an image on the screen.  He has to be here in real life and you have to feel the person and then you will know.  So that is how politics has to be done.  We have a few restraints because we cannot afford to take chance with race and religion but by and large Singaporeans are free to engage, to talk, to mobilise, to influence one another, to do nearly everything, especially indoors where we lifted the limits a few years go. ",we have an advisory council on the impact of new media on society  aims  mr cheong yip seng is chairing it and they are studying these issues in detail  they have been thinking about this i think for quite many months now   i look forward to seeing their recommendations   but let me say that beyond cyberspace  politics is about people s lives in the real world   you cannot vote for an avatar on second life  you are talking about real life  not second life   you have to get a direct feel for the person   do you trust him  is he capable  is he honest  will he wilt   so you have got to talk  you have got to argue  you have got to persuade   and then you have got to mobilise and work together for what you together believe in and you cannot just do this online  reading emails or even listening to podcast or watching vodcast   you have to do it face to face and we do this all the time   grassroots sessions  dialogues  meetings   we are a small society  so it is possible for us to interact and get to know one another well   you cannot have make belief because the prime minister is just an image on the screen  everybody will know he is just an image on the screen   he has to be here in real life and you have to feel the person and then you will know   so that is how politics has to be done   we have a few restraints because we cannot afford to take chance with race and religion but by and large singaporeans are free to engage  to talk  to mobilise  to influence one another  to do nearly everything  especially indoors where we lifted the limits a few years go,"{'neg': 0.01, 'neu': 0.91, 'pos': 0.08, 'compound': 0.9716}",0.9716,Positive
2008_eng.txt,89,"There is one remaining restriction and that is on outdoor demonstrations.  We still do not allow this and our concern is law and order and security.  It comes back to race and religion again because one incident could undermine our racial harmony and confidence in Singapore.  But again like political videos, valid concern but we have to move away from this total ban and find ways to allow people to let off steam a little bit more but safely. How?",there is one remaining restriction and that is on outdoor demonstrations   we still do not allow this and our concern is law and order and security   it comes back to race and religion again because one incident could undermine our racial harmony and confidence in singapore   but again like political videos  valid concern but we have to move away from this total ban and find ways to allow people to let off steam a little bit more but safely  how,"{'neg': 0.121, 'neu': 0.734, 'pos': 0.145, 'compound': 0.5082}",0.5082,Positive
2008_eng.txt,90,"We have Speakers’ Corner at Hong Lim Park.  While they find the location accessible, near the MRT, not so many speakers but if you want to go there, there is place. Just put your name down and you can speak.  So I think we should allow our outdoor public demonstrations, also at the Speakers’ Corner still subject to basic rules of law and order, still stay away from race, language and religion.  I think we will still call it Speakers’ Corner, no need to call it demonstrators’ corner but we will manage with a light touch. So I think there is no need for the police to get involved.  We will hand this over. Mah Bow Tan has agreed. NParks will take over.  NParks, you know they have green fingers, everything will grow nicely, it will be well in hand. I think we should look into online registration for Speakers’ Corner.  So you do not have to go to their office.  ",we have speakers  corner at hong lim park   while they find the location accessible  near the mrt  not so many speakers but if you want to go there  there is place  just put your name down and you can speak   so i think we should allow our outdoor public demonstrations  also at the speakers  corner still subject to basic rules of law and order  still stay away from race  language and religion   i think we will still call it speakers  corner  no need to call it demonstrators  corner but we will manage with a light touch  so i think there is no need for the police to get involved   we will hand this over  mah bow tan has agreed  nparks will take over   nparks  you know they have green fingers  everything will grow nicely  it will be well in hand  i think we should look into online registration for speakers  corner   so you do not have to go to their office,"{'neg': 0.032, 'neu': 0.844, 'pos': 0.124, 'compound': 0.9428}",0.9428,Positive
2008_eng.txt,91,"The overall thrust of these changes is to liberalise our society, to widen the space for expression and participation.  We encourage more citizens to engage in debate, to participate in building our shared future and we will progressively open up our system even more.  If you compare today with five years ago or ten years ago, it is much more open today and we will continue to feel our way forward.  We cannot just progress by copying others blindly.  We have got to think through our own problems, ourselves, find the right path for Singapore, crossing a river by feeling for the stones step by step, as Deng Xiaoping said.  But please remember, even in the cyber age, some things do not change.  In 50 years’ time, Singapore will still be a little red dot.  To thrive as a nation, we will still need the cohesion to stay united, the ability to outperform others and the will to survive and excel and occasionally, win medals.  That means a hardworking and well-educated population, a capable effective government, outstanding people at all levels, totally committed to Singapore. Then however the world changes, our children will still have a bright future.  Before I leave this subject on new media, I want to do one more demonstration.",the overall thrust of these changes is to liberalise our society  to widen the space for expression and participation   we encourage more citizens to engage in debate  to participate in building our shared future and we will progressively open up our system even more   if you compare today with five years ago or ten years ago  it is much more open today and we will continue to feel our way forward   we cannot just progress by copying others blindly   we have got to think through our own problems  ourselves  find the right path for singapore  crossing a river by feeling for the stones step by step  as deng xiaoping said   but please remember  even in the cyber age  some things do not change   in years  time  singapore will still be a little red dot   to thrive as a nation  we will still need the cohesion to stay united  the ability to outperform others and the will to survive and excel and occasionally  win medals   that means a hardworking and well educated population  a capable effective government  outstanding people at all levels  totally committed to singapore  then however the world changes  our children will still have a bright future   before i leave this subject on new media  i want to do one more demonstration,"{'neg': 0.02, 'neu': 0.767, 'pos': 0.213, 'compound': 0.993}",0.993,Positive
2008_eng.txt,92,PM: “Hello Team Singapore”.,pm   hello team singapore,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2008_eng.txt,93,"Mr Tan Eng Liang: “Good evening, PM.”",mr tan eng liang   good evening  pm,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,Positive
2008_eng.txt,94,"PM:  “Hello, Eng Liang.”",pm    hello  eng liang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2008_eng.txt,95,"Mr Tan: “Yes, I am the Chef de Mission of the Singapore Olympic Team in Beijing.  Sorry PM, we just lost the gold medal to China. They are a better team with better skills and techniques but our paddlers tried their best and they did play well.” ",mr tan   yes  i am the chef de mission of the singapore olympic team in beijing   sorry pm  we just lost the gold medal to china  they are a better team with better skills and techniques but our paddlers tried their best and they did play well,"{'neg': 0.048, 'neu': 0.619, 'pos': 0.333, 'compound': 0.9481}",0.9481,Positive
